x,y
0,0
1.0194,2.1952
2.072,2.5107
3.0828,2.277
4.1603,1.7826
6.2251,1.4735
7.7413,1.0904
8.8175,0.97768
9.8058,0.86505
10.837,0.9758
12.419,0.69505
13.425,1.7275
14.476,2.4619
15.508,2.461
16.475,2.0784
20.606,1.2925
24.734,0.90701
