x,y
0.0,0.0
0.5,0.0
1.0,0.0
2.0,30.080345998879327
4.0,29.66956054720692
6.0,34.25205254235695
8.0,35.27740223665416
12.0,43.02951132209758
24.0,30.514660054670774
