x,y
control_10SE,37.803
control_10SE,42.429
ouabain_10SE,2.1018
ouabain_10SE,2.0013
digoxin_10SE,2.1018
digoxin_10SE,2.0013
control_20SE,76.018
control_20SE,68.576
ouabain_20SE,28.349
ouabain_20SE,23.12
digoxin_20SE,26.74
digoxin_20SE,20.003
