x,y
-0.70845,0
-0.70845,0
-0.011938,0.31162
-0.011938,0.21966
0.66719,0.55647
0.66719,0.45062
1.5823,1.1368
1.5823,0.97575
2.9651,1.1225
2.9651,0.92694
