x,y
-3.0128,0
-3.0128,0
-1.6204,0
-1.6204,0
-0.70706,0.57069
-0.70706,0.47114
-0.004471,1.0406
-0.004471,0.86637
1.6115,1.2459
1.6115,0.84137
2.9784,1.3623
2.9784,0.84988
